age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
37, Self-emp-not-inc,6, Divorced, Farming-fishing, Husband, Asian-Pac-Islander, Female,2367,126,19, Hong, <=50K
23, Private,4, Married-AF-spouse, Sales, Husband, White, Female,247,307,2, Iran, <=50K
70, Self-emp-not-inc,3, Married-spouse-absent, Other-service, Husband, White, Female,44,0,28, El-Salvador, <=50K
24, Private,6, Never-married, Prof-specialty, Own-child, White, Male,3976,586,18, Hong, <=50K
33, Without-pay,7, Divorced, Sales, Husband, Black, Male,6655,291,18, Peru, >50K
50, ?,6, Never-married, Tech-support, Own-child, Other, Female,14799,1362,20, Vietnam, >50K
44, Private,8, Married-civ-spouse, Sales, Own-child, White, Female,26578,1807,28, Thailand, <=50K
19, Private,4, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,55,27,10, Hong, <=50K
48, State-gov,8, Never-married, Tech-support, Own-child, White, Male,22924,1725,17, Vietnam, >50K
48, Local-gov,7, Married-spouse-absent, Adm-clerical, Husband, Asian-Pac-Islander, Male,13316,431,41, Haiti, <=50K
37, Private,1, Married-civ-spouse, Farming-fishing, Husband, White, Female,1,1,82, El-Salvador, <=50K
51, Private,5, Separated, Transport-moving, Husband, White, Male,979,81,64, India, <=50K
46, Private,7, Married-spouse-absent, Exec-managerial, Other-relative, Other, Female,27122,1580,36, France, >50K
48, State-gov,8, Married-spouse-absent, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Female,21252,1915,19, Trinadad&Tobago, <=50K
47, State-gov,7, Separated, Prof-specialty, Own-child, White, Female,13830,742,16, Outlying-US(Guam-USVI-etc), <=50K
47, Local-gov,6, Separated, Prof-specialty, Own-child, Other, Male,18231,1106,24, Vietnam, <=50K
19, Private,4, Divorced, ?, Not-in-family, White, Female,136,56,8, France, <=50K
31, State-gov,8, Divorced, Prof-specialty, Husband, White, Female,9541,358,17, Ireland, >50K
39, Private,7, Married-AF-spouse, Sales, Not-in-family, White, Male,11960,820,49, Ecuador, >50K
48, Private,7, Married-civ-spouse, ?, Own-child, Black, Female,21245,1519,29, Ecuador, >50K
50, State-gov,3, Separated, ?, Unmarried, Other, Female,3778,392,6, Japan, >50K
45, Self-emp-inc,8, Married-AF-spouse, Tech-support, Wife, Amer-Indian-Eskimo, Male,32394,2147,34, Italy, <=50K
38, Without-pay,6, Married-spouse-absent, Other-service, Wife, White, Female,1025,54,18, Haiti, <=50K
30, State-gov,7, Married-AF-spouse, Other-service, Husband, Asian-Pac-Islander, Female,4390,180,13, ?, >50K
54, Self-emp-not-inc,7, Married-civ-spouse, Priv-house-serv, Unmarried, Asian-Pac-Islander, Female,10664,353,45, South, <=50K
25, State-gov,5, Never-married, Prof-specialty, Unmarried, White, Female,623,18,2, United-States, >50K
47, Never-worked,6, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,6540,438,61, United-States, <=50K
23, Private,6, Divorced, Farming-fishing, Own-child, White, Female,1530,259,19, United-States, <=50K
23, Private,4, Married-AF-spouse, Transport-moving, Not-in-family, White, Male,343,298,3, Holand-Netherlands, <=50K
37, State-gov,6, Separated, ?, Unmarried, White, Female,4147,188,7, Cambodia, >50K
36, Federal-gov,5, Married-AF-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,180,10,8, Jamaica, >50K
51, State-gov,6, Separated, ?, Unmarried, Other, Male,8026,1183,3, Mexico, <=50K
39, Private,7, Separated, Exec-managerial, Husband, Black, Female,14144,728,21, Philippines, >50K
42, Self-emp-inc,8, Married-AF-spouse, Handlers-cleaners, Not-in-family, White, Female,18008,790,39, Outlying-US(Guam-USVI-etc), <=50K
41, Without-pay,7, Married-civ-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Male,6940,934,11, Iran, <=50K
48, State-gov,6, Married-spouse-absent, ?, Own-child, Other, Female,14738,865,19, United-States, >50K
46, Private,6, Married-spouse-absent, Prof-specialty, Own-child, Other, Female,6015,310,7, Italy, >50K
21, Private,5, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,706,157,16, Poland, <=50K
46, Without-pay,8, Separated, Adm-clerical, Unmarried, Other, Male,29637,2109,31, United-States, >50K
49, Private,4, Married-civ-spouse, Sales, Own-child, White, Male,378,58,72, United-States, <=50K
46, Private,3, Divorced, Sales, Husband, Asian-Pac-Islander, Female,152,29,76, United-States, <=50K
45, Self-emp-not-inc,8, Married-civ-spouse, Farming-fishing, Own-child, White, Female,31862,2112,32, ?, >50K
20, Private,4, Divorced, Exec-managerial, Not-in-family, White, Female,142,175,2, Scotland, <=50K
36, Self-emp-inc,6, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Female,2885,333,46, Laos, <=50K
47, State-gov,8, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,30779,2084,37, Poland, >50K
37, Without-pay,7, Married-civ-spouse, Priv-house-serv, Not-in-family, Asian-Pac-Islander, Male,11381,1443,21, Ireland, <=50K
42, Private,6, Married-civ-spouse, ?, Wife, White, Female,8401,431,11, Philippines, >50K
46, State-gov,7, Married-civ-spouse, ?, Unmarried, Other, Male,28515,1792,37, El-Salvador, >50K
54, Private,6, Separated, Other-service, Not-in-family, White, Male,3422,401,2, Philippines, >50K
38, Without-pay,8, Separated, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,25821,1725,36, Cuba, <=50K
26, Private,4, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,479,111,32, Philippines, <=50K
47, Private,8, Separated, Other-service, Not-in-family, White, Male,16570,1301,14, Hong, >50K
47, Self-emp-not-inc,7, Married-AF-spouse, Sales, Not-in-family, White, Male,7537,772,6, Iran, >50K
22, Private,5, Divorced, Transport-moving, Not-in-family, White, Female,406,102,21, United-States, <=50K
32, Private,6, Married-AF-spouse, Other-service, Husband, Asian-Pac-Islander, Male,3930,984,11, Columbia, >50K
36, Private,4, Married-civ-spouse, Farming-fishing, Own-child, Asian-Pac-Islander, Male,546,95,56, France, <=50K
54, Self-emp-inc,6, Married-civ-spouse, Adm-clerical, Husband, White, Female,3768,164,49, United-States, <=50K
56, Self-emp-not-inc,7, Married-spouse-absent, Tech-support, Husband, White, Female,9145,1045,3, Mexico, >50K
49, Private,8, Separated, ?, Own-child, White, Female,21784,1779,27, El-Salvador, <=50K
32, State-gov,6, Separated, Protective-serv, Wife, White, Female,1190,59,10, Canada, <=50K
58, State-gov,7, Married-civ-spouse, Protective-serv, Husband, White, Male,8932,960,3, United-States, >50K
42, Private,3, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,348,57,73, United-States, <=50K
67, Never-worked,5, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,592,14,36, India, <=50K
45, State-gov,7, Never-married, Handlers-cleaners, Unmarried, White, Female,18254,999,23, Guatemala, >50K
36, State-gov,7, Separated, Exec-managerial, Unmarried, White, Male,13143,608,20, ?, >50K
35, Federal-gov,8, Never-married, ?, Husband, Black, Female,15222,660,24, Canada, >50K
57, Self-emp-not-inc,6, Never-married, Exec-managerial, Not-in-family, White, Male,3113,122,45, El-Salvador, <=50K
21, Private,5, Married-AF-spouse, Exec-managerial, Not-in-family, White, Female,1420,284,13, Laos, <=50K
48, State-gov,5, Married-spouse-absent, Sales, Own-child, White, Female,7782,505,10, Yugoslavia, <=50K
41, Self-emp-inc,9, Married-civ-spouse, Adm-clerical, Other-relative, Other, Male,38945,1832,46, Thailand, >50K
42, ?,8, Widowed, Transport-moving, Husband, White, Male,22214,1726,27, Vietnam, <=50K
48, Without-pay,8, Separated, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,26244,1839,21, Mexico, >50K
46, Federal-gov,9, Never-married, Prof-specialty, Not-in-family, White, Female,41690,2226,44, South, >50K
49, State-gov,5, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,11515,933,17, El-Salvador, >50K
29, Without-pay,7, Never-married, Farming-fishing, Not-in-family, White, Female,2562,104,10, Japan, >50K
30, Federal-gov,7, Divorced, Adm-clerical, Not-in-family, White, Female,9344,1096,23, Hong, >50K
35, Federal-gov,8, Separated, Priv-house-serv, Other-relative, Amer-Indian-Eskimo, Female,18223,774,28, Ireland, >50K
19, Private,4, Divorced, ?, Not-in-family, White, Female,119,136,2, Hungary, <=50K
51, Private,7, Separated, Sales, Unmarried, Other, Female,9060,1444,5, Philippines, >50K
32, Private,2, Divorced, Transport-moving, Not-in-family, White, Female,20,10,49, Laos, <=50K
59, Never-worked,6, Divorced, Other-service, Husband, White, Male,4625,112,41, Germany, <=50K
30, State-gov,7, Married-civ-spouse, Farming-fishing, Husband, Other, Female,4827,183,10, Columbia, >50K
31, Self-emp-not-inc,6, Never-married, Handlers-cleaners, Husband, White, Female,1777,82,10, Cambodia, >50K
47, Federal-gov,7, Divorced, Sales, Own-child, Asian-Pac-Islander, Female,13684,713,57, Peru, <=50K
44, Private,6, Married-AF-spouse, Sales, Not-in-family, White, Male,2420,437,3, England, >50K
49, Private,8, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,22201,1949,23, Vietnam, >50K
20, Private,3, Never-married, Farming-fishing, Not-in-family, White, Male,16,11,16, Laos, <=50K
35, State-gov,8, Divorced, Craft-repair, Husband, Black, Male,18343,779,28, ?, <=50K
45, Private,5, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,2211,218,66, El-Salvador, <=50K
36, State-gov,7, Married-AF-spouse, Farming-fishing, Unmarried, White, Female,5034,260,21, El-Salvador, <=50K
39, Private,8, Married-AF-spouse, Sales, Other-relative, White, Male,31456,1715,43, Nicaragua, >50K
48, ?,6, Married-AF-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,3251,247,63, Germany, <=50K
43, Private,8, Married-AF-spouse, Craft-repair, Not-in-family, White, Female,31900,2021,37, Puerto-Rico, <=50K
45, Local-gov,9, Divorced, Armed-Forces, Own-child, Asian-Pac-Islander, Male,40836,2033,46, Outlying-US(Guam-USVI-etc), <=50K
50, Private,5, Married-AF-spouse, Farming-fishing, Not-in-family, White, Male,537,63,69, El-Salvador, <=50K
49, Without-pay,8, Separated, Prof-specialty, Husband, Other, Female,13932,1679,10, Dominican-Republic, <=50K
42, Self-emp-inc,8, Separated, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,22727,1743,28, Ireland, >50K
51, Self-emp-inc,8, Married-AF-spouse, Transport-moving, Husband, White, Male,19674,1410,13, Iran, <=50K
33, Federal-gov,7, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,8104,1190,18, Holand-Netherlands, >50K
58, Private,4, Married-spouse-absent, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,225,14,55, China, <=50K
51, State-gov,7, Married-spouse-absent, Adm-clerical, Own-child, White, Male,17678,1655,21, Philippines, <=50K
24, Private,3, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female,105,40,30, United-States, <=50K
56, Never-worked,5, Married-civ-spouse, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,845,45,53, Portugal, <=50K
29, Private,5, Never-married, Farming-fishing, Own-child, White, Male,1869,732,7, Philippines, <=50K
47, State-gov,7, Divorced, Sales, Unmarried, White, Male,17650,1624,11, Scotland, >50K
42, Self-emp-inc,7, Married-civ-spouse, Other-service, Not-in-family, White, Female,12400,1286,18, Philippines, <=50K
38, ?,8, Never-married, Handlers-cleaners, Own-child, White, Male,18343,885,27, El-Salvador, >50K
43, Private,4, Married-spouse-absent, Farming-fishing, Husband, White, Male,477,72,72, Ecuador, <=50K
35, Private,3, Divorced, Sales, Husband, White, Male,258,57,55, Portugal, <=50K
42, Federal-gov,7, Married-spouse-absent, Farming-fishing, Other-relative, Asian-Pac-Islander, Female,9245,402,35, Poland, <=50K
59, Self-emp-not-inc,6, Married-AF-spouse, Craft-repair, Other-relative, White, Male,2040,39,37, United-States, <=50K
48, Self-emp-not-inc,8, Never-married, Handlers-cleaners, Own-child, White, Male,20553,1671,14, Dominican-Republic, >50K
49, Private,5, Married-AF-spouse, Adm-clerical, Own-child, White, Male,819,92,68, United-States, <=50K
33, Private,2, Married-civ-spouse, Sales, Husband, White, Female,13,6,64, United-States, <=50K
29, Private,6, Widowed, ?, Wife, White, Female,3140,826,10, Laos, <=50K
52, Without-pay,7, Married-spouse-absent, Other-service, Not-in-family, White, Male,7373,716,4, ?, >50K
27, State-gov,7, Married-civ-spouse, Craft-repair, Wife, White, Female,3517,132,11, Cambodia, >50K
51, State-gov,7, Separated, Handlers-cleaners, Own-child, White, Male,14442,1465,18, United-States, >50K
40, Without-pay,7, Divorced, Transport-moving, Own-child, White, Female,13527,697,19, Mexico, >50K
48, State-gov,6, Separated, Prof-specialty, Unmarried, White, Female,15315,1150,22, United-States, >50K
45, Private,5, Divorced, Prof-specialty, Husband, White, Female,1214,140,69, Dominican-Republic, <=50K
49, Self-emp-inc,5, Married-AF-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,1388,149,67, United-States, <=50K
27, Private,5, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,1123,197,30, Laos, <=50K
34, Private,5, Never-married, Craft-repair, Husband, White, Female,1082,172,46, France, <=50K
23, Private,4, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,216,65,26, France, <=50K
34, Private,5, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,909,150,46, Laos, <=50K
49, Private,6, Separated, Prof-specialty, Husband, White, Female,4399,219,5, Italy, >50K
36, Private,6, Widowed, Craft-repair, Own-child, Asian-Pac-Islander, Female,5597,545,44, Mexico, <=50K
29, Private,7, Married-spouse-absent, Transport-moving, Unmarried, White, Female,7002,246,14, United-States, <=50K
65, Private,5, Never-married, Other-service, Not-in-family, White, Male,693,98,1, United-States, <=50K
44, Never-worked,7, Married-AF-spouse, Handlers-cleaners, Not-in-family, White, Female,7106,277,36, Cambodia, <=50K
47, Without-pay,8, Married-AF-spouse, Handlers-cleaners, Not-in-family, White, Male,30098,1916,38, Peru, <=50K
28, Private,4, Never-married, Farming-fishing, Not-in-family, White, Male,252,73,37, Laos, <=50K
36, Private,2, Divorced, Farming-fishing, Husband, White, Male,31,10,73, France, <=50K
26, Private,7, Married-spouse-absent, Handlers-cleaners, Own-child, White, Female,3060,110,10, ?, <=50K
25, Private,3, Divorced, Priv-house-serv, Wife, White, Female,72,133,1, United-States, <=50K
46, Private,6, Widowed, Farming-fishing, Husband, Other, Male,2510,239,65, Puerto-Rico, <=50K
37, Federal-gov,7, Married-AF-spouse, Armed-Forces, Other-relative, White, Male,7736,390,25, Jamaica, <=50K
47, Private,6, Married-spouse-absent, Other-service, Own-child, White, Female,5560,412,62, United-States, <=50K
71, Self-emp-not-inc,4, Married-AF-spouse, Exec-managerial, Husband, White, Male,124,3,35, Peru, <=50K
23, Private,5, Divorced, Exec-managerial, Not-in-family, White, Female,554,126,21, Laos, <=50K
48, Private,6, Married-civ-spouse, Exec-managerial, Own-child, Other, Male,19194,1431,26, Italy, <=50K
24, Private,5, Married-AF-spouse, Farming-fishing, Husband, White, Female,305,11,3, Columbia, >50K
29, Self-emp-not-inc,6, Married-spouse-absent, Exec-managerial, Husband, White, Female,938,40,6, India, <=50K
35, Private,8, Separated, Sales, Wife, Asian-Pac-Islander, Male,22421,1510,36, Mexico, >50K
46, Local-gov,7, Separated, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,26343,1529,35, South, >50K
46, Never-worked,6, Separated, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,3379,123,32, El-Salvador, >50K
32, State-gov,6, Married-spouse-absent, Handlers-cleaners, Wife, White, Female,2245,109,12, Japan, <=50K
47, State-gov,7, Married-civ-spouse, Prof-specialty, Husband, White, Female,14062,763,16, Haiti, >50K
51, Local-gov,7, Separated, Prof-specialty, Unmarried, Other, Male,16653,1608,20, ?, >50K
46, Private,4, Divorced, Other-service, Not-in-family, White, Male,649,164,1, France, <=50K
41, Self-emp-inc,8, Never-married, ?, Husband, Black, Male,31926,1512,42, Taiwan, >50K
25, Self-emp-not-inc,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,306,11,3, Japan, >50K
46, Never-worked,5, Married-civ-spouse, Farming-fishing, Husband, White, Male,1602,172,67, France, <=50K
47, Private,6, Never-married, Sales, Other-relative, Amer-Indian-Eskimo, Male,19804,1220,26, Japan, >50K
41, Private,6, Married-civ-spouse, Farming-fishing, Unmarried, Asian-Pac-Islander, Male,8368,599,57, Iran, <=50K
40, Self-emp-not-inc,7, Married-spouse-absent, Adm-clerical, Husband, Other, Female,6118,292,29, Haiti, <=50K
49, ?,7, Married-AF-spouse, Exec-managerial, Wife, White, Male,17136,720,50, Portugal, >50K
47, ?,8, Married-civ-spouse, Machine-op-inspct, Other-relative, Other, Male,18215,1718,13, Ecuador, <=50K
32, Private,7, Married-spouse-absent, ?, Husband, White, Male,13772,1249,28, Laos, >50K
49, State-gov,7, Married-civ-spouse, Prof-specialty, Unmarried, Other, Female,11369,1493,6, Philippines, >50K
67, Private,6, Married-civ-spouse, Handlers-cleaners, Not-in-family, Other, Male,2560,391,1, ?, <=50K
54, Self-emp-not-inc,7, Married-AF-spouse, Sales, Unmarried, Other, Male,11495,1184,5, Philippines, >50K
45, Self-emp-not-inc,7, Married-AF-spouse, Priv-house-serv, Not-in-family, White, Female,9359,952,10, United-States, <=50K
37, Never-worked,8, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Female,25954,1162,37, Japan, <=50K
34, Private,6, Never-married, Exec-managerial, Wife, White, Female,6641,1197,15, Dominican-Republic, <=50K
47, Self-emp-inc,8, Separated, Adm-clerical, Husband, White, Male,29364,1919,37, Ireland, <=50K
55, Self-emp-not-inc,5, Separated, Farming-fishing, Not-in-family, White, Male,1053,57,54, France, <=50K
30, Federal-gov,7, Divorced, Transport-moving, Own-child, Asian-Pac-Islander, Female,11785,1104,28, United-States, <=50K
37, State-gov,7, Married-spouse-absent, Handlers-cleaners, Own-child, Other, Female,9165,443,14, Italy, >50K
54, Federal-gov,4, Married-AF-spouse, Farming-fishing, Not-in-family, White, Male,704,46,59, United-States, <=50K
35, Without-pay,8, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,20534,1271,39, El-Salvador, >50K
35, State-gov,7, Never-married, ?, Own-child, White, Male,7455,345,12, United-States, >50K
39, Local-gov,7, Separated, Handlers-cleaners, Husband, Other, Female,15962,813,23, Haiti, >50K
43, Self-emp-inc,7, Married-AF-spouse, Protective-serv, Wife, Asian-Pac-Islander, Female,5696,233,33, El-Salvador, <=50K
21, State-gov,6, Separated, Exec-managerial, Husband, White, Female,766,17,3, ?, >50K
46, Without-pay,9, Married-AF-spouse, Armed-Forces, Unmarried, Amer-Indian-Eskimo, Male,34523,2168,40, Columbia, <=50K
46, Local-gov,7, Never-married, Armed-Forces, Unmarried, White, Male,29245,1790,38, Thailand, >50K
22, State-gov,6, Separated, Handlers-cleaners, Husband, White, Female,968,23,3, United-States, <=50K
59, State-gov,7, Separated, ?, Own-child, White, Male,3536,1232,3, South, <=50K
43, ?,8, Never-married, Adm-clerical, Not-in-family, Other, Male,29016,1489,37, Trinadad&Tobago, >50K
53, Self-emp-inc,5, Married-AF-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,1672,91,55, Portugal, <=50K
34, Private,6, Divorced, Other-service, Not-in-family, White, Female,5180,1086,13, Laos, <=50K
37, Local-gov,7, Separated, Prof-specialty, Wife, Black, Female,13314,1518,23, United-States, <=50K
47, Local-gov,7, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,17695,973,21, South, <=50K
51, Private,7, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,7590,743,5, Philippines, >50K
55, Self-emp-inc,7, Married-AF-spouse, Handlers-cleaners, Not-in-family, White, Female,6910,230,44, Dominican-Republic, <=50K
60, ?,6, Married-AF-spouse, Exec-managerial, Husband, White, Male,2889,81,41, Iran, <=50K
54, Private,3, Married-AF-spouse, Farming-fishing, Not-in-family, White, Male,18,4,77, United-States, <=50K
34, Private,3, Divorced, Craft-repair, Own-child, White, Male,104,31,52, United-States, <=50K
42, Private,8, Married-civ-spouse, ?, Husband, Other, Female,29893,1272,43, Philippines, <=50K
60, Self-emp-not-inc,6, Married-AF-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,3549,78,40, India, <=50K
63, Private,1, Married-AF-spouse, Farming-fishing, Husband, White, Male,0,0,89, Columbia, <=50K
42, Self-emp-not-inc,8, Never-married, ?, Wife, White, Male,22989,1196,31, Italy, <=50K
52, State-gov,7, Never-married, Exec-managerial, Not-in-family, White, Male,10511,916,6, Jamaica, <=50K
45, State-gov,6, Married-spouse-absent, Farming-fishing, Other-relative, White, Male,2511,94,30, Outlying-US(Guam-USVI-etc), <=50K
32, State-gov,7, Separated, Armed-Forces, Wife, White, Female,6298,255,12, United-States, >50K
60, Never-worked,6, Married-AF-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,1834,33,37, Columbia, <=50K
55, Private,2, Married-AF-spouse, Farming-fishing, Not-in-family, White, Female,10,2,78, United-States, <=50K
38, Without-pay,7, Never-married, Other-service, Not-in-family, White, Female,4415,229,23, El-Salvador, >50K
18, Private,4, Divorced, Priv-house-serv, Not-in-family, White, Male,172,70,6, Portugal, <=50K
46, Self-emp-not-inc,8, Married-spouse-absent, Armed-Forces, Own-child, White, Male,25767,1745,24, Scotland, <=50K
23, Private,4, Divorced, Protective-serv, Own-child, White, Male,357,320,3, Philippines, <=50K
41, Local-gov,8, Separated, Adm-clerical, Not-in-family, White, Female,20035,1704,28, El-Salvador, <=50K
38, Private,4, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,267,130,1, Holand-Netherlands, <=50K
22, State-gov,6, Married-spouse-absent, Adm-clerical, Husband, White, Female,1434,37,4, Cambodia, <=50K
29, Private,3, Never-married, Farming-fishing, Husband, White, Male,77,30,42, Laos, <=50K
47, Private,6, Married-civ-spouse, Farming-fishing, Own-child, Black, Male,18196,1272,25, Vietnam, <=50K
37, Self-emp-not-inc,8, Married-civ-spouse, Protective-serv, Unmarried, White, Female,23629,1051,34, Nicaragua, <=50K
47, State-gov,6, Married-civ-spouse, Prof-specialty, Unmarried, Other, Male,13362,836,18, Italy, >50K
45, Without-pay,9, Married-AF-spouse, Armed-Forces, Wife, Amer-Indian-Eskimo, Female,37862,2205,41, Cambodia, <=50K
47, State-gov,8, Married-AF-spouse, Craft-repair, Not-in-family, Black, Male,30960,1946,27, Italy, <=50K
47, Without-pay,6, Divorced, Other-service, Other-relative, Other, Male,19263,1187,26, Japan, <=50K
47, Never-worked,6, Never-married, Farming-fishing, Husband, White, Female,6501,427,60, Columbia, <=50K
37, Private,7, Divorced, Transport-moving, Unmarried, White, Male,8823,1252,17, Holand-Netherlands, <=50K
48, Self-emp-inc,7, Married-AF-spouse, Farming-fishing, Husband, Other, Female,11706,578,55, Jamaica, <=50K
30, Without-pay,6, Never-married, Exec-managerial, Husband, White, Male,3106,870,10, United-States, <=50K
33, State-gov,7, Divorced, Sales, Wife, White, Female,15453,1075,35, Hungary, <=50K
47, Local-gov,7, Married-spouse-absent, Prof-specialty, Own-child, White, Male,15450,854,18, Italy, >50K
45, Private,8, Never-married, Prof-specialty, Husband, Black, Male,32602,2020,31, Thailand, <=50K
56, Private,4, Married-AF-spouse, Farming-fishing, Husband, White, Female,240,17,60, El-Salvador, <=50K
41, Private,7, Married-civ-spouse, Tech-support, Own-child, Other, Female,11100,574,15, Italy, >50K
39, Never-worked,8, Divorced, Priv-house-serv, Not-in-family, White, Female,26933,1253,40, Poland, <=50K
50, State-gov,4, Separated, ?, Unmarried, White, Female,7421,696,11, Philippines, >50K
47, Without-pay,7, Married-spouse-absent, Craft-repair, Husband, Asian-Pac-Islander, Male,11514,606,57, Columbia, <=50K
47, Private,8, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,31170,2116,36, Italy, >50K
54, Private,7, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,12953,1019,6, Germany, >50K
24, Private,2, Divorced, Sales, Husband, White, Female,7,6,33, Puerto-Rico, <=50K
52, Without-pay,8, Never-married, Sales, Own-child, White, Male,13451,1720,12, United-States, >50K
59, State-gov,7, Married-civ-spouse, Prof-specialty, Husband, White, Male,5487,788,2, ?, >50K
46, Self-emp-inc,5, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,313,11,20, Columbia, <=50K
41, Without-pay,8, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Female,20081,1032,28, Philippines, >50K
28, Without-pay,3, Married-spouse-absent, Farming-fishing, Husband, White, Female,10,0,2, India, <=50K
35, Private,6, Never-married, Other-service, Husband, White, Female,2165,605,5, Puerto-Rico, <=50K
23, State-gov,7, Married-spouse-absent, ?, Husband, Other, Female,1230,31,4, Italy, >50K
64, ?,5, Separated, Adm-clerical, Husband, White, Female,1046,29,39, Japan, <=50K
45, Self-emp-inc,6, Never-married, Handlers-cleaners, Husband, White, Female,5515,700,6, Philippines, >50K
26, Without-pay,6, Never-married, Other-service, Wife, Amer-Indian-Eskimo, Female,4370,728,17, Scotland, <=50K
43, Private,8, Married-AF-spouse, Other-service, Not-in-family, White, Male,31031,1570,40, El-Salvador, >50K
51, State-gov,7, Married-AF-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,13200,517,47, Haiti, <=50K
21, Private,5, Divorced, Transport-moving, Own-child, White, Male,546,135,14, United-States, <=50K
48, Local-gov,8, Never-married, Farming-fishing, Own-child, White, Male,26157,1893,32, Holand-Netherlands, <=50K
42, Self-emp-not-inc,8, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Female,29605,1939,37, Philippines, <=50K
26, Private,5, Divorced, Farming-fishing, Not-in-family, White, Male,778,154,30, United-States, <=50K
28, State-gov,6, Married-spouse-absent, Exec-managerial, Own-child, Other, Female,1942,68,4, Japan, >50K
40, Local-gov,7, Widowed, Farming-fishing, Wife, White, Female,16449,1012,48, Taiwan, >50K
22, Self-emp-inc,6, Never-married, Sales, Husband, White, Male,2176,408,15, Taiwan, <=50K
33, Local-gov,6, Widowed, Transport-moving, Own-child, White, Male,2663,350,41, Puerto-Rico, >50K
20, Private,4, Never-married, Sales, Not-in-family, White, Male,170,58,16, France, <=50K
58, Private,3, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,91,7,62, El-Salvador, <=50K
71, Self-emp-not-inc,4, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,249,5,34, Columbia, <=50K
50, Private,5, Married-civ-spouse, Farming-fishing, Husband, White, Female,870,84,66, El-Salvador, <=50K
47, Private,6, Widowed, Other-service, Husband, White, Female,4849,375,63, Laos, <=50K
28, Local-gov,4, Married-civ-spouse, Sales, Wife, White, Male,241,71,37, Mexico, <=50K
62, Private,5, Married-spouse-absent, Farming-fishing, Unmarried, White, Female,1560,46,40, El-Salvador, <=50K
34, Private,7, Married-civ-spouse, Adm-clerical, Own-child, Other, Female,7708,349,13, Philippines, >50K
49, Private,8, Separated, Tech-support, Unmarried, White, Female,26061,1994,31, Vietnam, >50K
58, Self-emp-inc,4, Married-AF-spouse, Adm-clerical, Unmarried, White, Male,261,15,54, Outlying-US(Guam-USVI-etc), <=50K
43, Federal-gov,8, Separated, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,32480,1644,41, Holand-Netherlands, >50K
54, Self-emp-not-inc,6, Married-civ-spouse, Other-service, Other-relative, Asian-Pac-Islander, Female,3605,87,38, El-Salvador, <=50K
39, Local-gov,7, Married-spouse-absent, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,17171,1663,26, Scotland, <=50K
